#DroneDeploy	4.68.0
#Flight Recorder
Session ID	61a804011591990426bf2100
Session Start	12/01/2021 23:23:45
#Device
Device Model	SM-G981U1
Device Manufacturer	samsung
Device Operating System	Android	11
#Aircraft
Aircraft Model	Mavic 2 Pro
Aircraft Name	JMM Mavic 2 Pro
Aircraft Firmware	01.00.0770
#Aircraft Battery
Full Charge Volume (mAh)	3672
Remaining Life (%)	100
Discharges	26
#Components
Battery Cells Number	3
Battery Serial Number	0P2DHA46440515
Battery Firmware	02.74.07.37
Flight Controller Serial Number	1633J6G001M031
Flight Controller Firmware	03.04.00.64
Gimbal Firmware	00.01.10.91
Remote Control Serial Number	1DUCH9UR02642V
Remote Control Firmware	01.00.0770
Camera Serial Number	0K8TFBH0021589
Camera Firmware	00.14.00.06
Date/Time (GMT)	Elapsed Time (sec)	Info	Aircraft Battery Power (%)	Aircraft Battery Charge (mAh)	Aircraft Battery Current (mA)	Aircraft Battery Voltage (mV)	Aircraft Battery Temperature (Fahrenheit)	Aircraft Battery Last Updated (ms)	Aircraft Battery Cell 1 Voltage (mV)	Aircraft Battery Cell 2 Voltage (mV)	Aircraft Battery Cell 3 Voltage (mV)	Aircraft Battery Cell 4 Voltage (mV)	Aircraft Latitude (Degrees)	Aircraft Longitude (Degrees)	Aircraft Barometric Altitude (ft)	Aircraft Heading (Degrees)	Aircraft Pitch (Degrees)	Aircraft Roll (Degrees)	Aircraft Satellites	Aircraft Motors On	Aircraft Flying	Aircraft Flight Mode	Aircraft Flight Mode Value	Aircraft IMU Preheating	Aircraft Ultrasonic On	Aircraft Ultrasonic Altitude (ft)	Aircraft Vision On	Aircraft GPS Signal	Aircraft GPS Signal Value	Aircraft No-Fly	Aircraft No-Fly Value	Aircraft No-fly Latitude (Degrees)	Aircraft No-fly Longitude (Degrees)	Aircraft No-fly Radius (ft)	Home Latitude (Degrees)	Home Longitude (Degrees)	Aircraft Smart Go-home Flight Time Remaining (sec)	Aircraft Smart Go-home Flight Return Time (sec)	Aircraft Smart Go-home Landing Time (sec)	Aircraft Smart Go-home Return Power (%)	Aircraft Smart Go-home Landing Power (%)	Aircraft Smart Go-home Radius (ft)	Aircraft Smart Go-home Countdown (sec)	Aircraft Smart Go-home State	Aircraft System State Last Updated (ms)	Gimbal Pitch (Degrees)	Gimbal Roll (Degrees)	Gimbal Yaw (Degrees)	Gimbal Mode	Gimbal Mode Value	Gimbal Pitch at Stop	Gimbal Roll at Stop	Gimbal Yaw at Stop	Gimbal State Last Updated (ms)	Landing Gear is Movable	Landing Gear Status	Landing Gear Status Value	Landing Gear Mode	Landing Gear Mode Value	RC State	RC State Value	RC Left Horizontal	RC Left Vertical	RC Right Horizontal	RC Right Vertical	RC Left Wheel	RC Right Wheel	RC Landing Gear	RC Landing Gear Value	RC Go Home	RC Record	RC Shutter	RC Playback	RC Pause	RC Custom 1	RC Custom 2	RC State Last Updated (ms)	RC Battery (%)	RC Satellites	RC Horizontal Accuracy (ft)	RC Latitude (Degrees)	RC Longitude (Degrees)	RC GPS Last Updated (ms)	RC Signal 1 (%)	RC Signal 2 (%)	RC Signal Last Updated (ms)	LB Signal 1 (%)	LB Signal 2 (%)	LB Signal Last Updated (ms)	Aircraft Camera Mode	Aircraft Camera Mode Value	Aircraft Camera Overheated	Aircraft Camera Sensor Error	Aircraft Camera Recording	Aircraft Camera Raw Capture	Aircraft Camera Interval Capture	Aircraft Camera Burst Capture	Aircraft Camera Single Capture	Aircraft Camera Storing Photo	Aircraft Camera SD Card Exists	Aircraft Camera SD Card Remaining (%)	Aircraft Camera Lens Installed	Aircraft Camera Lens Type	Aircraft Camera Lens Type Value	Aircraft Camera Lens AF Enabled	Aircraft Camera Lens Focus Mode	Aircraft Camera Lens Focus Mode Value	Aircraft Camera Lens Focus Status	Aircraft Camera Lens Focus Status Value	Aircraft Camera Lens MF Assistant	Aircraft Camera Lens AF Assistant	Aircraft Camera Lens Assistant Working	Device > Aircraft Distance - XY (ft)	Aircraft Vel - X (mph)	Aircraft Vel - Y (mph)	Aircraft Vel - Z (mph)	Aircraft Speed (mph)
12/01/2021 23:24:48	63.719		66	2389	-1357	15939	38.8	14	3990	3985	3986	3979	32.961413972097894	-97.27640086568277	199.80316	-74.4	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1290	1290	30	15	N/A	5205.3213	0	IDLE	101	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	107	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	97.97506515197755	0.0	0.0	0.0	0.0
12/01/2021 23:24:48	63.819		66	2389	-1357	15939	38.8	14	3990	3985	3986	3979	32.961413959814955	-97.27640085454311	199.80316	-71.8	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1290	1290	30	15	N/A	5205.3213	0	IDLE	102	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	93	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	97.97929530944825	0.0	0.0	0.0	0.0
12/01/2021 23:24:49	63.919		66	2389	-1357	15939	38.8	14	3990	3985	3986	3979	32.961413952901395	-97.27640084822279	199.80316	-71.2	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1290	1290	30	15	N/A	5205.3213	0	IDLE	101	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	101	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	97.98169198150636	0.0	0.0	0.0	0.0
12/01/2021 23:24:49	64.019		66	2389	-1357	15939	38.8	14	3990	3984	3985	3979	32.96141394648043	-97.27640084100396	199.80316	-71.0	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1290	1290	30	15	N/A	5205.3213	0	IDLE	101	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	97	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	97.98432644348145	0.0	0.0	0.0	0.0
12/01/2021 23:24:49	64.119		66	2389	-1357	15939	38.8	14	3990	3984	3985	3979	32.961413941068216	-97.27640083276407	199.80316	-71.0	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1290	1290	30	15	N/A	5205.3213	0	IDLE	101	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	102	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	97.98719243774414	0.0	0.0	0.0	0.0
12/01/2021 23:24:49	64.219		66	2389	-1357	15939	38.8	14	3990	3984	3985	3979	32.961413941068216	-97.27640083276407	199.80316	-71.0	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1290	1290	30	15	N/A	5205.3213	0	IDLE	101	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	107	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	97.98719243774414	0.0	0.0	0.0	0.0
12/01/2021 23:24:49	64.319		66	2389	-1357	15939	38.8	14	3990	3984	3985	3979	32.96141393365562	-97.27640081333345	199.80316	-71.3	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1290	1290	30	15	N/A	5205.3213	0	IDLE	102	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	91	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	97.99356896209717	0.0	0.0	0.0	0.0
12/01/2021 23:24:49	64.419		66	2389	-1357	15939	38.8	14	3990	3984	3985	3979	32.96141393130397	-97.27640080257157	199.80316	-71.5	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1290	1290	30	15	N/A	5205.3213	0	IDLE	101	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	103	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	97.9969731124878	0.0	0.0	0.0	0.0
12/01/2021 23:24:49	64.519		66	2389	-1357	15939	38.8	14	3990	3984	3985	3979	32.9614139294428	-97.27640079154422	200.13124	-71.8	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1290	1290	30	15	N/A	5205.3213	0	IDLE	101	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	98	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.00042106628419	0.0	0.0	0.0	0.0
12/01/2021 23:24:49	64.619		66	2389	-1357	15939	38.8	14	3990	3984	3985	3979	32.961413927729396	-97.27640078010843	200.13124	-72.0	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5215.8193	0	IDLE	101	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	102	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.00398165740967	0.0	0.0	0.0	0.0
12/01/2021 23:24:49	64.719		66	2388	-1341	15939	38.8	19	3990	3984	3985	3979	32.96141392590676	-97.27640076867266	200.13124	-72.2	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5215.8193	0	IDLE	102	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	107	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.00755476379395	0.0	0.0	0.0	0.0
12/01/2021 23:24:49	64.819		66	2388	-1341	15939	38.8	14	3990	3984	3985	3979	32.96141392372646	-97.27640075723689	200.13124	-72.3	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5215.8193	0	IDLE	101	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	91	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.01114664306641	0.0	0.0	0.0	0.0
12/01/2021 23:24:50	64.919		66	2388	-1341	15939	38.8	14	3990	3984	3985	3979	32.961413921025716	-97.27640074591343	200.13124	-72.4	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5215.8193	0	IDLE	102	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.01474477996827	0.0	0.0	0.0	0.0
12/01/2021 23:24:50	65.02		66	2388	-1341	15939	38.8	14	3990	3984	3986	3978	32.96141391771457	-97.27640073488605	200.13124	-72.4	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5215.8193	0	IDLE	101	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	102	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.01829911346437	0.0	0.0	0.0	0.0
12/01/2021 23:24:50	65.119		66	2388	-1341	15939	38.8	14	3990	3984	3986	3978	32.96141391376732	-97.27640072394038	200.13124	-72.5	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5215.8193	0	IDLE	101	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	98	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.02187847747803	0.0	0.0	0.0	0.0
12/01/2021 23:24:50	65.219		66	2388	-1341	15939	38.8	14	3990	3984	3986	3978	32.96141390920325	-97.27640071332145	200.13124	-72.5	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5215.8193	0	IDLE	102	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	107	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.02539526519776	0.0	0.0	0.0	0.0
12/01/2021 23:24:50	65.319		66	2388	-1341	15939	38.8	14	3990	3984	3986	3978	32.96141390408661	-97.27640070292713	200.13124	-72.5	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5215.8193	0	IDLE	101	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	91	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.02889328002931	0.0	0.0	0.0	0.0
12/01/2021 23:24:50	65.419		66	2388	-1341	15939	38.8	14	3990	3984	3986	3978	32.96141389849878	-97.27640069283915	200.13124	-72.4	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5215.8193	0	IDLE	101	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	103	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.03232246093751	0.0	0.0	0.0	0.0
12/01/2021 23:24:50	65.519		66	2388	-1341	15939	38.8	14	3990	3984	3986	3978	32.961413892534004	-97.27640068303707	200.13124	-72.4	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5215.8193	0	IDLE	102	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	98	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.03570158081055	0.0	0.0	0.0	0.0
12/01/2021 23:24:50	65.619		66	2388	-1341	15939	38.8	14	3990	3984	3986	3978	32.96141388628866	-97.27640067323496	200.13124	-72.4	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5225.25	0	IDLE	101	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	102	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.03909947357178	0.0	0.0	0.0	0.0
12/01/2021 23:24:50	65.719		66	2388	-1345	15939	38.8	20	3990	3984	3986	3978	32.96141387985912	-97.27640066343287	200.13124	-72.4	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5225.25	0	IDLE	102	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	108	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.0425098815918	0.0	0.0	0.0	0.0
12/01/2021 23:24:50	65.819		66	2388	-1345	15939	38.8	14	3990	3984	3986	3978	32.96141387333964	-97.27640065381455	200.13124	-72.3	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5225.25	0	IDLE	101	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	92	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.04587022857666	0.0	0.0	0.0	0.0
12/01/2021 23:24:51	65.919		66	2388	-1345	15939	38.8	14	3990	3984	3986	3978	32.961413866743044	-97.27640064482931	200.13124	-72.3	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5225.25	0	IDLE	101	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	102	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.0490428466797	0.0	0.0	0.0	0.0
12/01/2021 23:24:51	66.019		66	2388	-1345	15939	38.8	14	3990	3984	3985	3978	32.96141386021713	-97.27640063584406	200.13124	-72.3	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5225.25	0	IDLE	101	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	100	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.05221546478272	0.0	0.0	0.0	0.0
12/01/2021 23:24:51	66.119		66	2388	-1345	15939	38.8	14	3990	3984	3985	3978	32.961413853746905	-97.27640062685879	200.13124	-72.3	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5225.25	0	IDLE	101	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	101	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.05538182525635	0.0	0.0	0.0	0.0
12/01/2021 23:24:51	66.219		66	2388	-1345	15939	38.8	14	3990	3984	3985	3978	32.96141384737305	-97.27640061787355	200.13124	-72.2	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5225.25	0	IDLE	102	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	101	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.0585419281006	0.0	0.0	0.0	0.0
12/01/2021 23:24:51	66.319		66	2388	-1345	15939	38.8	14	3990	3984	3985	3978	32.96141384112771	-97.2764006088883	200.13124	-72.2	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5225.25	0	IDLE	101	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	97	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.06168951568604	0.0	0.0	0.0	0.0
12/01/2021 23:24:51	66.419		66	2388	-1345	15939	38.8	14	3990	3984	3985	3978	32.96141383501087	-97.27640059990303	200.13124	-72.2	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5225.25	0	IDLE	101	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	101	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.06483084564209	0.0	0.0	0.0	0.0
12/01/2021 23:24:51	66.519		66	2388	-1345	15939	38.8	14	3990	3984	3985	3978	32.961413829043956	-97.27640059091779	200.13124	-72.2	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5225.25	0	IDLE	101	-78.0	0.0	0.0	YawFollowMode	2	0	0	0	102	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.06796591796875	0.0	0.0	0.0	0.0
12/01/2021 23:24:51	66.619		66	2388	-1345	15939	38.8	14	3990	3984	3985	3978	32.96141382321197	-97.27640058193252	200.13124	-72.2	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5232.4546	0	IDLE	102	-77.0	0.0	0.0	YawFollowMode	2	0	0	0	98	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.07108847503663	0.0	0.0	0.0	0.0
12/01/2021 23:24:51	66.719		66	2388	-1343	15938	38.8	13	3990	3984	3985	3978	32.96141381750634	-97.27640057294727	200.13124	-72.2	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5232.4546	0	IDLE	101	-76.2	0.0	0.0	YawFollowMode	2	0	0	0	103	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.07419851684571	0.0	0.0	0.0	0.0
12/01/2021 23:24:51	66.819		66	2388	-1343	15938	38.8	13	3990	3984	3985	3978	32.96141381189924	-97.27640056396203	200.13124	-72.3	0.0	0.0	15.0	1	1	F-WP	14	0	1	83.661415	0	Very strong	5	null	0	0.0	0.0	0.0	32.961381393923666	-97.2765761254795	1289	1289	30	15	N/A	5232.4546	0	IDLE	100	-75.5	0.0	0.0	YawFollowMode	2	0	0	0	96	0	Unknown	0	Unknown	3	null	0	0	0	0	0	0	0	Not present	254	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	ShootPhoto	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	Manual	0	Successful	2	0	0	0	98.0773023010254	0.0	0.0	0.0	0.0
